month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,charitable_percent_covered
01,2019,Hyde Park,31,11,0,20,216.8175,430.9949,13291,6703,2567,1591,218,3.17,0.01626137550350589,0.9545286940146902,1.971784666315552,0.65,1236063,3918319.71,46978.44409999999,0.011989436181051187,30572.100000000006,0.0247334480524051,0.9912515782481465,0,0,0,0,0,0,0
01,2019,Kennedy Heights,31,11,0,20,216.8175,430.9949,5057,2619,865,427,34,3.17,0.10767468499427263,0.909102726798324,1.92,1,470301,1490854.17,121540.5618,0.08152411164399802,11986,0.025485805898775464,1.0161126443410975,0,0,0,0,0,0,0
01,2019,Linwood,31,11,0,20,216.8175,430.9949,687,268,202,127,39,3.17,0.2835820895522388,0.7508719461226344,2.56,1,63891,202534.47,32755.612399999995,0.1617285808188601,4316,0.0675525504374638,0.9801530773789583,0,0,0,0,0,0,0
01,2019,Lower Price Hill,31,11,0,20,216.8175,430.9949,761,249.3715139442231,284.996015936255,83.37649402390439,51.54183266932271,3.17,0.5319148936170213,0.5297077402677616,2.29,1,70773,224350.41,57169.06952938247,0.2548204370537253,3507.876494023905,0.04956518013965643,0.8340933574611433,0,0,0,0,0,0,0
01,2019,Madisonville,31,11,0,20,216.8175,430.9949,10838,5173,2288,1160,273,3.17,0.10806108641020684,0.8747427116556309,2.1310924524820076,1,1007934,3195150.78,240926.14909999998,0.0754036869271002,37258,0.03696472189647338,0.9871111204792045,0,0,0,0,0,0,0
01,2019,Millvale,31,11,0,20,216.8175,430.9949,2150,863.3146461107217,890.4344779257183,502.4702172389629,66.29292221443588,3.17,0.5305410122164049,0.5711313067425566,2.48,1,199950,633841.5,197405.93317449192,0.311443686117889,14787.84162578837,0.07395769755333018,0.9565326904137758,0,0,0,0,0,0,0
01,2019,Mt. Adams,31,11,0,20,216.8175,430.9949,1629,1030,92,46,26,3.17,0,0.9719854660198584,1.58,0.13,151497,480245.49,0,0,243.35999999999999,0.0016063684429394641,0.9735918344627978,0,0,0,0,0,0,0
01,2019,Mt. Airy,31,11,0,20,216.8175,430.9949,8950,3913.51504818384,2508.398813936249,1501.7774647887325,430.7405485544848,3.17,0.2776781334334773,0.7694442473803557,2.274527374301676,1,832350,2638549.5,468361.1035059303,0.1775070369177953,50245.46834692365,0.0603657936528187,1.0073170779509697,0,0,0,0,0,0,0
01,2019,Mt. Auburn,31,11,0,20,216.8175,430.9949,4641,2132,961,570,133,3.17,0.16604127579737335,0.8442274463475321,2.01,1,431613,1368213.21,152572.19459999996,0.11151200228508243,18278,0.04234812204451673,0.9980875706771313,0,0,0,0,0,0,0
01,2019,Mt. Lookout,31,11,0,20,216.8175,430.9949,4996,2118.6603225806452,1233.2783870967742,701.3706451612903,159.8841935483871,3.17,0,0.9722361007336349,2.3699679743795037,0.13,464628,1472870.76,0,0,2911.04135483871,0.006265316241893967,0.9785014169755288,0,0,0,0,0,0,0
01,2019,Mt. Washington,31,11,0,20,216.8175,430.9949,12297,5492.241855799697,3154.5783304176066,1700.5546328259147,391.2559107458913,3.17,0.16094788735060636,0.8925560941004734,2.225589981296251,0.45,1143621,3625278.57,380984.28761251963,0.10509103790402503,24474.183359790135,0.021400606809240243,1.0190477388137387,0,0,0,0,0,0,0
01,2019,North Avondale - Paddock Hills,31,11,0,20,216.8175,430.9949,4236,1513.6275674758106,606.1700899677475,288.34425394669836,103.54506874893906,3.17,0.20760095011876484,0.8528371305477184,2,1,393948,1248815.16,135431.75203306737,0.10844819663549518,10189.122390086573,0.02586413026614318,0.9871494574493568,0,0,0,0,0,0,0
01,2019,North Fairmount,31,11,0,20,216.8175,430.9949,1621.0000000000002,699.4673031026254,543.1704057279237,297.89260143198095,85.88591885441528,3.17,0.36946902654867253,0.6331795120969428,2.26,1,150753.00000000003,477887.01000000007,111382.66004229117,0.23307321126450195,9978.2415274463,0.0661893396976929,0.9324420630591377,0,0,0,0,0,0,0
01,2019,Northside,31,11,0,20,216.8175,430.9949,7865,3918,1410,678,239,3.17,0.16436957631444615,0.8867734901430023,2.006624284806103,1,731445,2318680.65,277560.7156,0.1197063147096173,23842,0.03259575224384609,1.0390755570964656,0,0,0,0,0,0,0
01,2019,Oakley,31,11,0,20,216.8175,430.9949,12034,6473,1256,478,247,3.17,0.0522169009732736,0.9411240328092694,1.8348454379258765,1,1119162,3547743.54,145676.2762,0.04106167048365621,18850,0.01684295928560834,0.9990286625785338,0,0,0,0,0,0,0
01,2019,Over-the-Rhine,31,11,0,20,216.8175,430.9949,5200,2498,1076,598,132,3.17,0.32506004803843075,0.812888983355209,1.8602653846153847,0.65,483600,1533012,349967.8588,0.2282877490848082,12337,0.02551075268817204,1.0666874851281891,0,0,0,0,0,0,0
01,2019,Pendleton,31,11,0,20,216.8175,430.9949,1083,571,238,111,49,3.17,0.21891418563922943,0.8248001052224421,1.9,1,100719,319279.23,53874.362499999996,0.16873744809519867,4160,0.04130303120563151,1.0348405845232722,0,0,0,0,0,0,0
01,2019,Pleasant Ridge,31,11,0,20,216.8175,430.9949,7182,3534.503298774741,1409.428840716305,690.7728557964185,255.6503298774741,3.17,0.08555060280930575,0.9452307188309471,2.006922862712337,1,667926,2117325.42,130323.75852742694,0.06155112355257462,24607.00282752121,0.03684091175896912,1.043622754142491,0,0,0,0,0,0,0
01,2019,Queensgate,31,11,0,20,216.8175,430.9949,243,79.62848605577689,91.00398406374502,26.62350597609562,16.45816733067729,3.17,0.5319148936170213,0.5297077402677615,2.29,1,22599,71638.83,18255.03797061753,0.2548204370537253,1120.1235059760959,0.04956518013965644,0.8340933574611431,0,0,0,0,0,0,0
01,2019,Riverside,31,11,0,20,216.8175,430.9949,1772,929.6467065868264,299.67664670658684,135.77844311377248,49.70059880239521,3.17,0.17914216333550184,0.8507807900977372,1.9201128668171552,1,164796,522403.32,71777.4261005988,0.1373984876294408,4822.455089820361,0.029263180476591426,1.0174424582037696,0,0,0,0,0,0,0
01,2019,Roselawn,31,11,0,20,216.8175,430.9949,7627,3442,2060,1154,384,3.17,0.29110981987216733,0.73354247133246,2.1238612822866134,1,709311,2248515.87,431856.88979999995,0.19206308283694698,39988,0.056375835141425974,0.9819813893108329,0,0,0,0,0,0,0
01,2019,Sayler Park,31,11,0,20,216.8175,430.9949,3001,1169,690,395,136,3.17,0.12745936698032506,0.8703071564957771,2.56,1,279093,884724.8099999999,64218.240099999995,0.07258555358021439,13806,0.04946738184046178,0.9923600919164531,0,0,0,0,0,0,0
01,2019,Sedamsville,31,11,0,20,216.8175,430.9949,520,218.35329341317367,118.32335329341318,64.22155688622755,25.29940119760479,3.17,0.3868092691622103,0.7831568153803606,2.26,1,48360,153301.19999999998,36402.293799401195,0.23745602643293856,2327.5449101796407,0.0481295473568991,1.0687423891701981,0,0,0,0,0,0,0
01,2019,South Cumminsville,31,11,0,20,216.8175,430.9949,704,282.68535388927825,291.5655220742817,164.52978276103715,21.70707778556412,3.17,0.5305410122164048,0.5711313067425566,2.48,1,65472,207546.24,64638.96602550806,0.31144368611788903,4842.158374211634,0.07395769755333018,0.9565326904137758,0,0,0,0,0,0,0
01,2019,South Fairmount,31,11,0,20,216.8175,430.9949,1981,855,453,211,131,3.17,0.3929824561403509,0.7047997946218072,2.09,1,184233,584018.61,144814.2864,0.24796176683479318,8892,0.04826496881666151,1.001026530273262,0,0,0,0,0,0,0
01,2019,Spring Grove Village,31,11,0,20,216.8175,430.9949,2171,862,599,373,70,3.17,0.2122969837587007,0.8897402149484337,2.51,1,201903,640032.51,78872.0667,0.1232313444515498,11518,0.057047195930719205,1.0700187553307028,0,0,0,0,0,0,0
01,2019,Villages at Roll Hill,31,11,0,20,216.8175,430.9949,2348,847,1244,487,48,3.17,0.7107438016528925,0.41098250836216993,2.77,1,218364,692213.88,259458.92979999995,0.37482480097047455,13910,0.06370097635141324,0.8495082856840578,0,0,0,0,0,0,0
01,2019,Walnut Hills,31,11,0,20,216.8175,430.9949,6368,3492,1070,513,163,3.17,0.45217640320733105,0.732733199879062,1.7996058417085423,0.69,592224,1877350.0799999998,680540.9471,0.36250082195644623,12127.439999999999,0.02047779218674015,1.1157118140222484,0,0,0,0,0,0,0
01,2019,West End,31,11,0,20,216.8175,430.9949,6695,3532.019985196151,1595.9089563286454,1087.6439674315322,210.5988156920799,3.17,0.36344459139700896,0.7446391726929729,1.9098760268857355,1,622635,1973752.95,553265.3776632124,0.2803113619985786,33754.31236121392,0.05421203813022705,1.0791625728217786,0,0,0,0,0,0,0
01,2019,West Price Hill,31,11,0,20,216.8175,430.9949,18343,7664.524854369146,5121.964782260825,2655.326325370089,847.0986757029516,3.17,0.23711169197677295,0.8528769473865814,2.3877086627051196,1,1705899,5407699.83,783267.9162388137,0.14484308317068953,91063.05002789905,0.05338126701985232,1.0511012975771232,0,0,0,0,0,0,0
01,2019,Westwood,31,11,0,20,216.8175,430.9949,32316,14259.456878767289,8629.008023236744,4229.56188180478,1379.3619842848082,3.17,0.223270087422473,0.8457906397845295,2.2547292362916203,1,3005388,9527079.959999999,1372162.8523473046,0.14402764100946044,145832.0205183293,0.048523525254752224,1.0383418060487422,0,0,0,0,0,0,0
01,2019,Winton Hills,31,11,0,20,216.8175,430.9949,6008,2268,3018,1748,402,3.17,0.5476190476190477,0.5481767127280999,2.65,1,558744,1771218.48,535295.6658,0.3022188803043654,55900,0.10004581704680497,0.9504414100792702,0,0,0,0,0,0,0
01,2020,Avondale,31,13,0,18,120.164,235.3416,12719,5968,3390,1896,515,3.33,0.35874664879356566,0.6989734205984481,1.999154335719968,1,1182867,3938947.11,503866.3656,0.12791904829613213,56417.4,0.04769547210294987,0.8745879409975301,29025.869000000002,0.024538573651982854,0,0,0,0,0.024538573651982854
01,2020,Bond Hill,31,13,0,18,120.164,235.3416,7276,3243,1799,1169,149,3.33,0.13444341658957756,0.8648665894807344,2.20003345413995,1,676668,2253304.44,102608.93760000002,0.04553709466795353,30841.2,0.04557803826987533,0.9559817224185632,194765.0545,0.2878295626511081,605,8.940869082031365e-4,0,0,0.28872364955931124
01,2020,California,31,13,0,18,120.164,235.3416,930.8790896159318,329.38264580369844,241.57041251778097,113.149359886202,52.40967283072546,3.33,0,0.9712414032173837,2.8,0.13,86571.75533428165,288283.9452631579,0,0,503.6305775248934,0.005817492963844989,0.9770588961812288,0,0,0,0,0,0,0
01,2020,Camp Washington,31,13,0,18,120.164,235.3416,1128,412,112,33,24,3.33,0.19174757281553398,0.8930051929138453,1.9,1,104904,349330.32,18591.986399999998,0.053221794203262965,1333.8,0.012714481811942346,0.9589414689290506,5929.9615,0.056527506100815986,436,0.00415618088919393,0,0,0.060683686990009915
01,2020,Carthage,31,13,0,18,120.164,235.3416,3021,1040,911,537,286,3.33,0.22596153846153846,0.8068409280797094,2.9,1,280953,935573.49,55305.276000000005,0.05911376988674616,19258.2,0.06854598455969504,0.9345006825261507,51401.53441666667,0.18295421090597597,0,0,0,0,0.18295421090597597
01,2020,Clifton,31,13,0,18,120.164,235.3416,8476,4118,1379,751,212,3.33,0.05099562894609033,0.8758416934870757,2.0755682881197384,0.4,788268,2624932.44,49421.736,0.018827812574101908,9013.68,0.01143479121314071,0.9061042972743184,7085.496583333334,0.008988689866052325,0,0,0,0,0.008988689866052325
01,2020,College Hill,31,13,0,18,120.164,235.3416,16199,7263,3660,2115,618,3.33,0.144292991876635,0.8424894559041248,2.21074986282997,1,1506507,5016668.3100000005,246637.99680000002,0.049163704187570656,63952.200000000004,0.04245064908427243,0.9341038091759679,25440.714583333334,0.01688721963013337,0,0,0,0,0.01688721963013337
01,2020,Columbia Tusculum,31,13,0,18,120.164,235.3416,1533.9553736466862,712.7721151307104,250.8824927383153,120.04145761816744,40.70609981515712,3.33,0.027389277389277385,0.9623346130991878,2.15,0.13,142657.84974914184,475050.63966464234,4594.412418695537,0.009671416129318171,488.9940697121734,0.00342774036319803,0.975433769591704,0,0,0,0,0,0,0
01,2020,Corryville,31,13,0,18,120.164,235.3416,4310,1868,192,75,9,3.33,0.05139186295503212,0.7052290087997718,2.254939759036145,1,400830,1334763.9000000001,22592.7936,0.016926434405365624,1965.6000000000001,0.004903824564029639,0.7270592677691671,21362.534666666666,0.05329574798958827,0,0,0,0,0.05329574798958827
01,2020,CUF,31,13,0,18,120.164,235.3416,16792,5439,516,180,190,3.33,0.05846662989520132,0.7758753361797359,2.2019930481913512,1,1561656,5200314.48,74838.62879999999,0.014391173666097205,8658,0.005544114709001214,0.7958106245548343,37399.8445,0.023948836683623024,0,0,0,0,0.023948836683623024
01,2020,Downtown,31,13,0,18,120.164,235.3416,3914.909696521096,2723.1265729089564,201.82013323464105,37.58771280532939,0,3.33,0.11548966225090679,0.9087095158768976,1.4003966813585689,1,364086.60177646193,1212408.3839156183,74013.27831828276,0.06104649167737359,879.5524796447077,0.002415778211428736,0.9721717857657,5671.1405,0.01557635044060728,0,0,0,0,0.01557635044060728
01,2020,East End,31,13,0,18,120.164,235.3416,1462,703,201,94,47,3.33,0.08677098150782361,0.9357052673269892,2.06,1,135966,452766.78,14355.837599999999,0.03170691453997574,3299.4,0.024266360707824015,0.991678542574789,13885.707666666667,0.10212632324747854,0,0,0,0,0.10212632324747854
01,2020,East Price Hill,31,13,0,18,120.164,235.3416,14788,6063,4110,2240,563,3.33,0.3092528451261752,0.8020828826719687,2.421629116117851,1,1375284,4579695.72,441265.5,0.09635258038496934,65590.2,0.04769211304719607,0.9461275761041341,53963.918333333335,0.03923838155125293,0,0,0,0,0.03923838155125293
01,2020,East Walnut Hills,31,13,0,18,120.164,235.3416,3730.882390745501,2345.219794344473,238.01092544987148,95.55205655526991,27.909383033419022,3.33,0.04203047165349195,0.9491143565428948,1.573157490396927,1,346972.0623393316,1155416.9675899742,23197.7848596401,0.020077414050814216,2888.9976863753213,0.008326312115440408,0.9775180827091494,17777.23966666667,0.05123536329354635,0,0,0,0,0.05123536329354635
01,2020,East Westwood,31,13,0,18,120.164,235.3416,2594.407482530325,1110.7037754202113,825.6099130303817,480.5686400397181,143.2812563343105,3.33,0.33150239251829033,0.7195231992851518,2.3166400319616463,1,241279.89587532025,803462.0532648164,86653.0027963318,0.107849527484494,14598.087575152269,0.06050271002560334,0.8878754367952492,3257.0525833333336,0.013499063282986468,270,0.0011190323131584931,0,0,0.014618095596144961
01,2020,English Woods,31,13,0,18,120.164,235.3416,452.0534606205251,217.20286396181385,136.43054892601432,76.47350835322196,21.494033412887827,3.33,0.2520833333333333,0.7217729652690682,2.03,1,42040.97183770883,139996.4362195704,12885.71086052506,0.09204313487176996,2292.440477326969,0.054528722270657755,0.8683448224114959,400,0.009514527912059785,190,0.004519400758228398,0,0,0.014033928670288184
01,2020,Evanston,31,13,0,18,120.164,235.3416,8305.282306961239,3343.4372591649085,1505.629449810726,782.1793541466063,288.16671147665744,3.33,0.1422590802574327,0.8804569120230866,2.1611643999045573,0.36,772391.2545473952,2572062.8776428257,111936.53938608608,0.043520141112829494,9016.595256810373,0.0116736112737241,0.9356506644096403,23233.602166666667,0.03008009480930887,0,0,0,0,0.03008009480930887
01,2020,Hartwell,31,13,0,18,120.164,235.3416,5213,2384,1046,412,203,3.33,0.1174496644295302,0.913793043508832,2.12,1,484809,1614413.97,65895.648,0.04081706998608294,14391,0.029683854878931704,0.9842939683738465,6657.969833333334,0.013733181177192117,0,0,0,0,0.013733181177192117
01,2020,Hyde Park,31,13,0,18,120.164,235.3416,13423,6632,2497,1401,325,3.33,0.012665862484921592,0.9534150435051413,2.009787826348657,0.65,1248339,4156968.87,19768.6944,0.004755555073473523,26252.460000000003,0.02102991254779351,0.9792005111264083,1043.4041666666667,8.358339895386323e-4,0,0,0,0,8.358339895386323e-4
01,2020,Kennedy Heights,31,13,0,18,120.164,235.3416,5020,2564,821,456,28,3.33,0.09711388455538221,0.9107031379860648,1.95,1,466860,1554643.8,58600.0584,0.03769355938640093,11325.6,0.02425909266161162,0.9726557900340774,9514.583333333334,0.020379949735109742,0,0,0,0,0.020379949735109742
01,2020,Linwood,31,13,0,18,120.164,235.3416,669.9474518088197,311.2997095326116,109.57169263269078,52.42751518352258,17.77818853974122,3.33,0.027389277389277385,0.9623346130991878,2.15,1,62305.11301822023,207476.02635067338,2006.586987694745,0.009671416129318175,1642.813467124373,0.026367233563061764,0.9983732627915678,0,0,0,0,0,0,0
01,2020,Lower Price Hill,31,13,0,18,120.164,235.3416,858.0199203187251,279.6902390438247,281.9641434262948,89.4402390438247,42.44621513944223,3.33,0.4823848238482385,0.5952954702742855,2.3,1,79795.85258964144,265720.18912350596,31751.894873306774,0.11949372374768477,3086.143027888447,0.038675481591245876,0.7534646756132162,6401.076083333333,0.08021815514963591,435,0.005451411143346425,0,0,0.08566956629298234
01,2020,Madisonville,31,13,0,18,120.164,235.3416,10708.111111111111,5353.468574635242,1880.7525252525252,960.5347923681256,350.611672278339,3.33,0.08306340508859596,0.8876322250695385,2.036783539398413,1,995854.3333333334,3316194.93,104651.07405387204,0.031557576156680284,30680.827272727274,0.0308085492483947,0.9499983504746136,52409.73666666667,0.052627914457368766,0,0,0,0,0.052627914457368766
01,2020,Millvale,31,13,0,18,120.164,235.3416,2172.5998598458305,849.0014015416958,897.9677645409951,539.3833216538192,57.25297827610371,3.33,0.5732031943212067,0.5452783320061262,2.55,1,202051.78696566224,672832.4505956552,114529.06385423965,0.170219292712246,13961.289418360195,0.0690975795266431,0.7845952042450153,40023.690833333334,0.19808629972738215,0,0,0,0,0.19808629972738215
01,2020,Mt. Adams,31,13,0,18,120.164,235.3416,1617,975,115,69,28,3.33,0,0.9684951807216208,1.66,0.13,150381,500768.73000000004,0,0,295.074,0.0019621760727751513,0.9704573567943959,0,0,0,0,0,0,0
01,2020,Mt. Airy,31,13,0,18,120.164,235.3416,8806.992290585618,3766.476649369903,2421.7601186063753,1321.154633061527,452.6658265381764,3.33,0.23193854252833662,0.7712810737250642,2.334554189944134,1,819050.2830244625,2727437.4424714604,205592.32828394367,0.0753793011280386,41507.39875463306,0.050677473184382454,0.8973378480374852,17599.422166666667,0.02148759670978714,0,0,0,0,0.02148759670978714
01,2020,Mt. Auburn,31,13,0,18,120.164,235.3416,4632,2374,708,325,162,3.33,0.13647851727042964,0.8761378220972793,1.8041154923507865,1,430776,1434484.08,76250.67839999999,0.05315547203563248,11395.800000000001,0.02645412000668561,0.9557474141395973,20852.196,0.04840612290378294,0,0,0,0,0.04840612290378294
01,2020,Mt. Lookout,31,13,0,18,120.164,235.3416,4936.097174544494,2131.928175336678,1133.545814628994,635.53102719831,151.51571164510165,3.33,0.008889329831554948,0.9694939736775937,2.3166453162530023,0.13,459057.03723263793,1528659.9339846843,4460.0557936097175,0.0029176245772229437,2394.196179561658,0.005215465585703118,0.9776270638405198,0,0,0,0,0,0,0
01,2020,Mt. Washington,31,13,0,18,120.164,235.3416,12196.835260215808,5429.929707485463,3033.712290977965,1576.3690990215985,438.2196687334525,3.33,0.15187958176629465,0.9080395473570316,2.222381881759779,0.45,1134305.67920007,3777237.911736233,194085.1474201611,0.05138282309862461,21213.619724460685,0.01870185445903864,0.9781242249146949,55044.54916666667,0.04852708593109129,0,0,0,0,0.04852708593109129
01,2020,North Avondale - Paddock Hills,31,13,0,18,120.164,235.3416,4209.835302293259,1701.3429464906185,614.3596247394023,356.2685892981237,47.923905489923555,3.33,0.19325615520584746,0.8720826226830465,2.078163361661945,1,391514.68311327306,1303743.8947671994,77379.14055427379,0.0593514883289949,9458.104378040305,0.024157725842695627,0.955591836854737,6698.411666666667,0.017108966676298784,0,0,0,0,0.017108966676298784
01,2020,North Fairmount,31,13,0,18,120.164,235.3416,1545.946539379475,742.7971360381862,466.5694510739857,261.5264916467781,73.50596658711218,3.33,0.2520833333333334,0.7217729652690683,2.03,1,143773.0281622912,478764.18378042965,44066.95633947495,0.09204313487176996,7839.759522673033,0.05452872227065776,0.868344822411496,7741.082333333334,0.053842382206732056,18.75,1.3041389083656897e-4,0,0,0.05397279609756862
01,2020,Northside,31,13,0,18,120.164,235.3416,7789,3910,1374,665,222,3.33,0.13580562659846548,0.9007828936843373,1.9876287349014623,1,724377,2412175.41,124966.38960000001,0.051806510041489895,20755.8,0.028653311742366197,0.9812427154681933,66321.48183333334,0.09155658149462688,0,0,0,0,0.09155658149462688
01,2020,Oakley,31,13,0,18,120.164,235.3416,11666.888888888889,6491.531425364758,1354.2474747474748,449.4652076318743,337.3883277216611,3.33,0.035326436264324,0.9518830904014838,1.7735308293169354,1,1085020.6666666665,3613118.8199999994,53969.16434612795,0.014937002361336117,18412.372727272726,0.016969605550314612,0.9837896983131345,584.8333333333333,5.390066302884553e-4,0,0,0,0,5.390066302884553e-4
01,2020,Over-the-Rhine,31,13,0,18,120.164,235.3416,5407,2800,872,458,96,3.33,0.25107142857142856,0.865757332451758,1.735303846153846,0.65,502851,1674493.83,165445.14479999998,0.09880307818154216,8426.34,0.0167571308399506,0.9813175414732507,579363.75075,1.1521578971703348,0,0,0,0,1.1521578971703348
01,2020,Pendleton,31,13,0,18,120.164,235.3416,980,476,218,92,44,3.33,0.14915966386554622,0.8802948891215479,2.06,1,91140,303496.2,16709.2536,0.05505589065036069,3182.4,0.03491770901909151,0.970268488791,0,0,0,0,0,0,0
01,2020,Pleasant Ridge,31,13,0,18,120.164,235.3416,7044.733270499529,3555.784165881244,1513.6239396795477,880.9359095193214,225.29406220546656,3.33,0.11101451034766469,0.9169173169191631,1.9397813979392928,1,655160.1941564562,2181683.446540999,92899.59937492931,0.042581612617641276,25885.781338360037,0.03951061369302049,0.9990095432298248,5544.901666666667,0.008463428816529277,0,0,0,0,0.008463428816529277
